categories,distance,geocodes,name
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",231,"{'drop_off': {'latitude': 60.165257, 'longitude': 24.935716}, 'main': {'latitude': 60.165148, 'longitude': 24.935581}, 'roof': {'latitude': 60.165148, 'longitude': 24.935581}}",Haru
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",235,"{'main': {'latitude': 60.167793, 'longitude': 24.931035}}",Osaka Sushi
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",242,"{'main': {'latitude': 60.16461, 'longitude': 24.927623}}",The Good Coffee Company
"[{'id': 16041, 'name': 'Plaza', 'short_name': 'Plaza', 'plural_name': 'Plazas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}]",242,"{'main': {'latitude': 60.167737, 'longitude': 24.93164}}",Kampintori
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",252,"{'drop_off': {'latitude': 60.165175, 'longitude': 24.93583}, 'main': {'latitude': 60.165188, 'longitude': 24.93621}, 'roof': {'latitude': 60.165188, 'longitude': 24.93621}}",Kakkugalleria
"[{'id': 13148, 'name': 'French Restaurant', 'short_name': 'French', 'plural_name': 'French Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",254,"{'main': {'latitude': 60.165132, 'longitude': 24.936164}, 'roof': {'latitude': 60.165132, 'longitude': 24.936164}}",Muru
"[{'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",267,"{'main': {'latitude': 60.164339, 'longitude': 24.927529}}",Goose Pastabar
"[{'id': 10039, 'name': 'Music Venue', 'short_name': 'Music Venue', 'plural_name': 'Music Venues', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}, {'id': 10042, 'name': 'Opera House', 'short_name': 'Opera House', 'plural_name': 'Opera Houses', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_operahouse_', 'suffix': '.png'}}, {'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",268,"{'main': {'latitude': 60.163461, 'longitude': 24.933797}, 'roof': {'latitude': 60.163461, 'longitude': 24.933797}}",Aleksanterin teatteri
"[{'id': 13379, 'name': 'Vietnamese Restaurant', 'short_name': 'Vietnamese', 'plural_name': 'Vietnamese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}}]",272,"{'main': {'latitude': 60.163517, 'longitude': 24.935534}, 'roof': {'latitude': 60.163517, 'longitude': 24.935534}}",Lie Mi Bulevardi
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13036, 'name': 'Tea Room', 'short_name': 'Tea Room', 'plural_name': 'Tea Rooms', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/tearoom_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",279,"{'main': {'latitude': 60.167078, 'longitude': 24.935376}, 'roof': {'latitude': 60.167078, 'longitude': 24.935376}}",Théhuone
"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",282,"{'main': {'latitude': 60.165715, 'longitude': 24.936245}, 'roof': {'latitude': 60.165715, 'longitude': 24.936245}}",Naughty Brgr
"[{'id': 13027, 'name': 'Bistro', 'short_name': 'Bistro', 'plural_name': 'Bistros', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",289,"{'main': {'latitude': 60.168153, 'longitude': 24.929791}}",Bistro Johan
"[{'id': 13137, 'name': 'Dumpling Restaurant', 'short_name': 'Dumplings', 'plural_name': 'Dumpling Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dumplings_', 'suffix': '.png'}}]",290,"{'main': {'latitude': 60.166841, 'longitude': 24.93604}}",Hills Dumplings
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}]",290,"{'main': {'latitude': 60.163175, 'longitude': 24.929905}}",Piilo Restaurant & Cafe
"[{'id': 13030, 'name': 'Buffet', 'short_name': 'Buffet', 'plural_name': 'Buffets', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13356, 'name': 'Turkish Restaurant', 'short_name': 'Turkish', 'plural_name': 'Turkish Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/turkish_', 'suffix': '.png'}}]",299,"{'drop_off': {'latitude': 60.165159, 'longitude': 24.926303}, 'main': {'latitude': 60.165041, 'longitude': 24.926343}, 'roof': {'latitude': 60.165041, 'longitude': 24.926343}}",Halikarnas
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Spot', 'short_name': 'Sandwich Spot', 'plural_name': 'Sandwich Spots', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",312,"{'main': {'latitude': 60.164374, 'longitude': 24.936636}, 'roof': {'latitude': 60.164374, 'longitude': 24.936636}}",Picnic
"[{'id': 13379, 'name': 'Vietnamese Restaurant', 'short_name': 'Vietnamese', 'plural_name': 'Vietnamese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}}]",314,"{'main': {'latitude': 60.167233, 'longitude': 24.926504}}",The Saigonese
"[{'id': 10041, 'name': 'Rock Club', 'short_name': 'Rock Club', 'plural_name': 'Rock Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_rockclub_', 'suffix': '.png'}}]",315,"{'main': {'latitude': 60.168412, 'longitude': 24.932991}}",Tavastiaklubi
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",318,"{'main': {'latitude': 60.168496, 'longitude': 24.93286}, 'roof': {'latitude': 60.168496, 'longitude': 24.93286}}",Ravintola Ilves
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13029, 'name': 'Brewery', 'short_name': 'Brewery', 'plural_name': 'Breweries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",325,"{'main': {'latitude': 60.168173, 'longitude': 24.931899}, 'roof': {'latitude': 60.168173, 'longitude': 24.931899}}",Panimoravintola Bruuveri
"[{'id': 13309, 'name': 'Middle Eastern Restaurant', 'short_name': 'Middle Eastern', 'plural_name': 'Middle Eastern Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",330,"{'main': {'latitude': 60.164244, 'longitude': 24.93623}, 'roof': {'latitude': 60.164244, 'longitude': 24.93623}}",Levant
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",331,"{'main': {'latitude': 60.163038, 'longitude': 24.929572}, 'roof': {'latitude': 60.163038, 'longitude': 24.929572}}",Hietalahden Kauppahalli (Hietalahden kauppahalli)
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'short_name': 'Gastropub', 'plural_name': 'Gastropubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",333,"{'main': {'latitude': 60.167707, 'longitude': 24.936191}, 'roof': {'latitude': 60.167707, 'longitude': 24.936191}}",Ølhus Stockholm
"[{'id': 13306, 'name': 'Taco Restaurant', 'short_name': 'Tacos', 'plural_name': 'Taco Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/taco_', 'suffix': '.png'}}]",336,"{'drop_off': {'latitude': 60.16597, 'longitude': 24.93736}, 'main': {'latitude': 60.166149, 'longitude': 24.937298}, 'roof': {'latitude': 60.166149, 'longitude': 24.937298}}",Chalupa
"[{'id': 13194, 'name': 'Himalayan Restaurant', 'short_name': 'Himalayan', 'plural_name': 'Himalayan Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",341,"{'main': {'latitude': 60.163164, 'longitude': 24.927728}}",Aangan
"[{'id': 13013, 'name': 'Hotel Bar', 'short_name': 'Hotel Bar', 'plural_name': 'Hotel Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",344,"{'main': {'latitude': 60.163641, 'longitude': 24.935835}, 'roof': {'latitude': 60.163641, 'longitude': 24.935835}}",Kultá Kitchen & Bar
"[{'id': 16041, 'name': 'Plaza', 'short_name': 'Plaza', 'plural_name': 'Plazas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}, {'id': 17069, 'name': 'Grocery Store', 'short_name': 'Grocery Store', 'plural_name': 'Grocery Stores', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",348,"{'main': {'latitude': 60.162582, 'longitude': 24.929949}}",Hietalahdentori
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",349,"{'drop_off': {'latitude': 60.168002, 'longitude': 24.93535}, 'main': {'latitude': 60.168133, 'longitude': 24.935447}, 'roof': {'latitude': 60.168133, 'longitude': 24.935447}}",Sky Express
"[{'id': 10028, 'name': 'Art Museum', 'short_name': 'Art Museum', 'plural_name': 'Art Museums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_', 'suffix': '.png'}}]",352,"{'drop_off': {'latitude': 60.162671, 'longitude': 24.932286}, 'main': {'latitude': 60.162529, 'longitude': 24.932336}, 'roof': {'latitude': 60.162529, 'longitude': 24.932336}}",Sinebrychoffin Taidemuseo / Sinebrychoff Art Museum
"[{'id': 13310, 'name': 'Modern European Restaurant', 'short_name': 'Modern European', 'plural_name': 'Modern European Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",357,"{'main': {'latitude': 60.167135, 'longitude': 24.937113}, 'roof': {'latitude': 60.167135, 'longitude': 24.937113}}",Passio keittiö ja baari
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",77,"{'main': {'latitude': 60.191795, 'longitude': 24.900068}, 'roof': {'latitude': 60.191795, 'longitude': 24.900068}}",Ravintola Blancco Fast
"[{'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",118,"{'main': {'latitude': 60.191486, 'longitude': 24.903494}, 'roof': {'latitude': 60.191486, 'longitude': 24.903494}}",Taideosuuskunta Piellos
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",144,"{'drop_off': {'latitude': 60.192256, 'longitude': 24.899105}, 'main': {'latitude': 60.192151, 'longitude': 24.899067}, 'roof': {'latitude': 60.192151, 'longitude': 24.899067}}",Halmetoja Veikko Tmi
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",165,"{'main': {'latitude': 60.192699, 'longitude': 24.899417}, 'roof': {'latitude': 60.192699, 'longitude': 24.899417}}",Meilahden Puisto
"[{'id': 16006, 'name': 'Bridge', 'short_name': 'Bridge', 'plural_name': 'Bridges', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_', 'suffix': '.png'}}]",198,"{'drop_off': {'latitude': 60.191215, 'longitude': 24.904876}, 'main': {'latitude': 60.1911, 'longitude': 24.904869}, 'roof': {'latitude': 60.1911, 'longitude': 24.904869}}",Konrad Reijowaaran silta
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",212,"{'drop_off': {'latitude': 60.191352, 'longitude': 24.905184}, 'main': {'latitude': 60.191487, 'longitude': 24.905187}, 'roof': {'latitude': 60.191487, 'longitude': 24.905187}}",Toimittaja Raija Forsström
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}, {'id': 17038, 'name': 'Textiles Store', 'short_name': 'Textiles Store', 'plural_name': 'Textiles Stores', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}}]",220,"{'main': {'latitude': 60.192265, 'longitude': 24.905029}, 'roof': {'latitude': 60.192265, 'longitude': 24.905029}}",Zagmos
"[{'id': 10014, 'name': 'Disc Golf Course', 'short_name': 'Disc Golf Course', 'plural_name': 'Disc Golf Courses', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}}]",235,"{'main': {'latitude': 60.190379, 'longitude': 24.897613}, 'roof': {'latitude': 60.190379, 'longitude': 24.897613}}",Meilahden frisbeegolfrata
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",240,"{'main': {'latitude': 60.192869, 'longitude': 24.897966}, 'roof': {'latitude': 60.192869, 'longitude': 24.897966}}",Oy The Finnish Booking Office Tom Hertell Ab
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",244,"{'main': {'latitude': 60.193594, 'longitude': 24.899455}}",Valpurinpuisto
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",264,"{'main': {'latitude': 60.193553, 'longitude': 24.903798}, 'roof': {'latitude': 60.193553, 'longitude': 24.903798}}",Jeopop
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",264,"{'main': {'latitude': 60.193553, 'longitude': 24.903798}, 'roof': {'latitude': 60.193553, 'longitude': 24.903798}}",Kesäparatiisi Oy
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 11038, 'name': 'Event Service', 'short_name': 'Event Services', 'plural_name': 'Event Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/event/default_', 'suffix': '.png'}}]",316,"{'main': {'latitude': 60.192072, 'longitude': 24.90696}, 'roof': {'latitude': 60.192072, 'longitude': 24.90696}}",Arkadia Productions Oy
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",322,"{'drop_off': {'latitude': 60.194054, 'longitude': 24.904643}, 'main': {'latitude': 60.193918, 'longitude': 24.904595}, 'roof': {'latitude': 60.193918, 'longitude': 24.904595}}",T:mi Sami Mustala
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",330,"{'drop_off': {'latitude': 60.194531, 'longitude': 24.900591}, 'main': {'latitude': 60.194451, 'longitude': 24.900556}, 'roof': {'latitude': 60.194451, 'longitude': 24.900556}}",Vinha Tuotanto
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 17057, 'name': 'Food and Beverage Retail', 'short_name': 'Food & Beverage', 'plural_name': 'Food and Beverage Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/foodanddrink_', 'suffix': '.png'}}]",331,"{'main': {'latitude': 60.194275, 'longitude': 24.903595}, 'roof': {'latitude': 60.194275, 'longitude': 24.903595}}",Kumlin Mark Catering
