categories,distance,geocodes,name
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",372,"{'main': {'latitude': 60.1836, 'longitude': 24.982681}}",Chef Sebastien
"[{'id': 16009, 'name': 'Canal', 'short_name': 'Canal', 'plural_name': 'Canals', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/river_', 'suffix': '.png'}}]",382,"{'main': {'latitude': 60.179541, 'longitude': 24.974839}}",Nihdinkanava
"[{'id': 16041, 'name': 'Plaza', 'short_name': 'Plaza', 'plural_name': 'Plazas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}]",384,"{'main': {'latitude': 60.184139, 'longitude': 24.982588}}",Capellanaukio
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 11038, 'name': 'Event Service', 'short_name': 'Event Services', 'plural_name': 'Event Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/event/default_', 'suffix': '.png'}}]",391,"{'main': {'latitude': 60.186452, 'longitude': 24.976387}}",Sirkusyhdistys Race Horse ry
"[{'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",391,"{'main': {'latitude': 60.186452, 'longitude': 24.976387}}",Ttk
"[{'id': 13057, 'name': 'Gastropub', 'short_name': 'Gastropub', 'plural_name': 'Gastropubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",393,"{'drop_off': {'latitude': 60.183911, 'longitude': 24.982938}, 'main': {'latitude': 60.184033, 'longitude': 24.983058}, 'roof': {'latitude': 60.184033, 'longitude': 24.983058}}",Harbour Tap & Taste
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",397,"{'main': {'latitude': 60.185539, 'longitude': 24.981112}, 'roof': {'latitude': 60.185539, 'longitude': 24.981112}}",Katiska - Kalasataman väliaikaispuisto
"[{'id': 13388, 'name': 'Wings Joint', 'short_name': 'Wings', 'plural_name': 'Wings Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/wings_', 'suffix': '.png'}}]",400,"{'main': {'latitude': 60.186183, 'longitude': 24.979651}, 'roof': {'latitude': 60.186183, 'longitude': 24.979651}}",Boneless
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",401,"{'main': {'latitude': 60.186268, 'longitude': 24.979323}, 'roof': {'latitude': 60.186268, 'longitude': 24.979323}}",Oluthuone Haavi
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",403,"{'main': {'latitude': 60.183658, 'longitude': 24.968928}}",Energia Hanasaari
"[{'id': 10039, 'name': 'Music Venue', 'short_name': 'Music Venue', 'plural_name': 'Music Venues', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}]",406,"{'main': {'latitude': 60.186152, 'longitude': 24.972583}}",Oranssi Garage Klubi
"[{'id': 13334, 'name': 'Sandwich Spot', 'short_name': 'Sandwich Spot', 'plural_name': 'Sandwich Spots', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",410,"{'main': {'latitude': 60.186157, 'longitude': 24.979231}, 'roof': {'latitude': 60.186157, 'longitude': 24.979231}}",Street Gastro
"[{'id': 16002, 'name': 'Bay', 'short_name': 'Bay', 'plural_name': 'Bays', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",410,"{'main': {'latitude': 60.18078, 'longitude': 24.982271}}",Isoisänniemi
"[{'id': 13225, 'name': 'Indonesian Restaurant', 'short_name': 'Indonesian', 'plural_name': 'Indonesian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indonesian_', 'suffix': '.png'}}]",412,"{'main': {'latitude': 60.186268, 'longitude': 24.979323}, 'roof': {'latitude': 60.186268, 'longitude': 24.979323}}",Selamat Makan - Bali Brunch
"[{'id': 13072, 'name': 'Asian Restaurant', 'short_name': 'Asian', 'plural_name': 'Asian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",416,"{'main': {'latitude': 60.186268, 'longitude': 24.979323}, 'roof': {'latitude': 60.186268, 'longitude': 24.979323}}",Mad Wok
"[{'id': 13051, 'name': 'Fish and Chips Shop', 'short_name': 'Fish and Chips Shop', 'plural_name': 'Fish and Chips Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fishandchips_', 'suffix': '.png'}}]",417,"{'main': {'latitude': 60.186324, 'longitude': 24.979332}}",Fisu & Ranet
"[{'id': 13072, 'name': 'Asian Restaurant', 'short_name': 'Asian', 'plural_name': 'Asian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",418,"{'main': {'latitude': 60.186249, 'longitude': 24.979664}}",Tumis by Bali Brunch
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",419,"{'main': {'latitude': 60.186448, 'longitude': 24.973795}, 'roof': {'latitude': 60.186448, 'longitude': 24.973795}}",Cirko - Uuden Sirkuksen keskus
"[{'id': 13379, 'name': 'Vietnamese Restaurant', 'short_name': 'Vietnamese', 'plural_name': 'Vietnamese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}}]",419,"{'main': {'latitude': 60.186268, 'longitude': 24.979323}, 'roof': {'latitude': 60.186268, 'longitude': 24.979323}}",Saigon Cafe
"[{'id': 11120, 'name': 'Manufacturer', 'short_name': 'Manufacturer', 'plural_name': 'Manufacturers', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",422,"{'main': {'latitude': 60.186392, 'longitude': 24.979255}}",Ristorante Momento Redi
"[{'id': 13303, 'name': 'Mexican Restaurant', 'short_name': 'Mexican', 'plural_name': 'Mexican Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}}]",423,"{'main': {'latitude': 60.186391, 'longitude': 24.979295}}",Saint Tortillas
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",423,"{'main': {'latitude': 60.186505, 'longitude': 24.978734}}",Finnfoto Galleria
"[{'id': 10039, 'name': 'Music Venue', 'short_name': 'Music Venue', 'plural_name': 'Music Venues', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}]",424,"{'main': {'latitude': 60.186539, 'longitude': 24.973571}, 'roof': {'latitude': 60.186539, 'longitude': 24.973571}}",Tuska Open Air Metal Festival
"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",427,"{'main': {'latitude': 60.186411, 'longitude': 24.979378}}",Bun2Bun
"[{'id': 16046, 'name': 'Scenic Lookout', 'short_name': 'Scenic Lookout', 'plural_name': 'Scenic Lookouts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}}]",122,"{'main': {'latitude': 60.149382, 'longitude': 24.914488}}",T2 Terrace
"[{'id': 13030, 'name': 'Buffet', 'short_name': 'Buffet', 'plural_name': 'Buffets', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",123,"{'main': {'latitude': 60.151462, 'longitude': 24.916509}}",Buffet Superstar
"[{'id': 13030, 'name': 'Buffet', 'short_name': 'Buffet', 'plural_name': 'Buffets', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",142,"{'main': {'latitude': 60.150889, 'longitude': 24.918407}}",Shuttle Buffet
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",186,"{'main': {'latitude': 60.151152, 'longitude': 24.918872}}",M/S Victoria 1
"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",187,"{'main': {'latitude': 60.148712, 'longitude': 24.915924}}",Burger King
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",223,"{'main': {'latitude': 60.148647, 'longitude': 24.913849}}",Tallink M/S MyStar
"[{'id': 16006, 'name': 'Bridge', 'short_name': 'Bridge', 'plural_name': 'Bridges', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_', 'suffix': '.png'}}]",224,"{'main': {'latitude': 60.15142, 'longitude': 24.912373}}",Atlantinsilta
"[{'id': 13030, 'name': 'Buffet', 'short_name': 'Buffet', 'plural_name': 'Buffets', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",229,"{'main': {'latitude': 60.149183, 'longitude': 24.912504}}",Eckerö Buffet
"[{'id': 16053, 'name': 'Waterfront', 'short_name': 'Waterfront', 'plural_name': 'Waterfronts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/river_', 'suffix': '.png'}}]",294,"{'main': {'latitude': 60.147908, 'longitude': 24.914003}}",Jätkäsaaren kärki
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",308,"{'main': {'latitude': 60.149608, 'longitude': 24.921432}, 'roof': {'latitude': 60.149608, 'longitude': 24.921432}}",Hernesaaren risteilijälaituri
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",311,"{'main': {'latitude': 60.152146, 'longitude': 24.911452}}",Uuno
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",325,"{'main': {'latitude': 60.153069, 'longitude': 24.913835}}",Melkinlaituri
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",328,"{'main': {'latitude': 60.149241, 'longitude': 24.921429}}",Jewel Of The Seas
"[{'id': 16053, 'name': 'Waterfront', 'short_name': 'Waterfront', 'plural_name': 'Waterfronts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/river_', 'suffix': '.png'}}]",341,"{'main': {'latitude': 60.148446, 'longitude': 24.920478}, 'roof': {'latitude': 60.148446, 'longitude': 24.920478}}",Hernesaarenkärki
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",372,"{'main': {'latitude': 60.148332, 'longitude': 24.92118}, 'roof': {'latitude': 60.148332, 'longitude': 24.92118}}",Toiminimi Tuula Tammi
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",391,"{'main': {'latitude': 60.151417, 'longitude': 24.922644}}",Serenade Of The Seas
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",395,"{'drop_off': {'latitude': 60.152796, 'longitude': 24.91049}, 'main': {'latitude': 60.152921, 'longitude': 24.910632}, 'roof': {'latitude': 60.152921, 'longitude': 24.910632}}",Frendi bistro
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",397,"{'main': {'latitude': 60.152852, 'longitude': 24.910628}}",Pizza Express
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",398,"{'main': {'latitude': 60.148283, 'longitude': 24.92124}, 'roof': {'latitude': 60.148283, 'longitude': 24.92124}}",Venetelakka Jouko Lindgren
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",412,"{'main': {'latitude': 60.147818, 'longitude': 24.921241}}",Hernesaaren laituri
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",430,"{'drop_off': {'latitude': 60.151179, 'longitude': 24.923503}, 'main': {'latitude': 60.151156, 'longitude': 24.923497}}",Green Jade Garden Oy
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 11042, 'name': 'Financial Service', 'short_name': 'Financial Service', 'plural_name': 'Financial Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/financial_', 'suffix': '.png'}}]",433,"{'main': {'latitude': 60.151147, 'longitude': 24.923553}}",Jassa-Invest Oy
"[{'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",435,"{'main': {'latitude': 60.153296, 'longitude': 24.921155}}",Tavolàta Ristorante Italiano
"[{'id': 13379, 'name': 'Vietnamese Restaurant', 'short_name': 'Vietnamese', 'plural_name': 'Vietnamese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}}]",439,"{'main': {'latitude': 60.153335, 'longitude': 24.91059}}",Sen Viet Vegan Restaurant
"[{'id': 10032, 'name': 'Night Club', 'short_name': 'Night Club', 'plural_name': 'Night Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}]",447,"{'main': {'latitude': 60.146373, 'longitude': 24.916123}}",Ocean Club
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",448,"{'main': {'latitude': 60.153664, 'longitude': 24.920784}, 'roof': {'latitude': 60.153664, 'longitude': 24.920784}}",Eckerö Line M/S Finlandia
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",459,"{'main': {'latitude': 60.147111, 'longitude': 24.920902}}",Helsinki West Harbour
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",465,"{'main': {'latitude': 60.148112, 'longitude': 24.922689}, 'roof': {'latitude': 60.148112, 'longitude': 24.922689}}",Lumenvastaanottopaikka
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",470,"{'drop_off': {'latitude': 60.148719, 'longitude': 24.92375}, 'main': {'latitude': 60.148754, 'longitude': 24.923713}}",Bistro Badenbaden II
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",486,"{'main': {'latitude': 60.153941, 'longitude': 24.921011}, 'roof': {'latitude': 60.153941, 'longitude': 24.921011}}",Kahvila-ravintola Laivalaituri
"[{'id': 13005, 'name': 'Beach Bar', 'short_name': 'Beach Bar', 'plural_name': 'Beach Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",636,"{'main': {'latitude': 60.148897, 'longitude': 24.924328}, 'roof': {'latitude': 60.148897, 'longitude': 24.924328}}",iTapsa Hernesaaren Ranta
"[{'id': 13316, 'name': 'Pakistani Restaurant', 'short_name': 'Pakistani', 'plural_name': 'Pakistani Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",55,"{'main': {'latitude': 60.157425, 'longitude': 24.912062}}",Spice Village
"[{'id': 13055, 'name': 'Fried Chicken Joint', 'short_name': 'Fried Chicken', 'plural_name': 'Fried Chicken Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}}]",88,"{'drop_off': {'latitude': 60.157894, 'longitude': 24.912055}, 'main': {'latitude': 60.157739, 'longitude': 24.912099}, 'roof': {'latitude': 60.157739, 'longitude': 24.912099}}",Boneless Jätkäsaari
"[{'id': 13288, 'name': 'Kebab Restaurant', 'short_name': 'Kebab', 'plural_name': 'Kebab Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",92,"{'main': {'latitude': 60.157579, 'longitude': 24.912068}, 'roof': {'latitude': 60.157579, 'longitude': 24.912068}}",Ismet Jätkäsaari
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",95,"{'drop_off': {'latitude': 60.157882, 'longitude': 24.912013}, 'main': {'latitude': 60.157788, 'longitude': 24.91204}, 'roof': {'latitude': 60.157788, 'longitude': 24.91204}}",Ravintola Ismet
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",100,"{'main': {'latitude': 60.157793, 'longitude': 24.912254}}",Koi Sushi
"[{'id': 13026, 'name': 'BBQ Joint', 'short_name': 'BBQ', 'plural_name': 'BBQ Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}]",103,"{'drop_off': {'latitude': 60.157886, 'longitude': 24.913223}, 'main': {'latitude': 60.15775, 'longitude': 24.913102}, 'roof': {'latitude': 60.15775, 'longitude': 24.913102}}",Saukon Grilli
"[{'id': 13030, 'name': 'Buffet', 'short_name': 'Buffet', 'plural_name': 'Buffets', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",105,"{'main': {'latitude': 60.15747, 'longitude': 24.913767}}",Fyge
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",152,"{'main': {'latitude': 60.158154, 'longitude': 24.91339}}",Daiku Sushi
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",158,"{'main': {'latitude': 60.157685, 'longitude': 24.90957}, 'roof': {'latitude': 60.157685, 'longitude': 24.90957}}",Saukonpaadentori Utterhälls Torg
"[{'id': 16006, 'name': 'Bridge', 'short_name': 'Bridge', 'plural_name': 'Bridges', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_', 'suffix': '.png'}}]",165,"{'main': {'latitude': 60.155846, 'longitude': 24.914248}}",Rööriporkkana
"[{'id': 13026, 'name': 'BBQ Joint', 'short_name': 'BBQ', 'plural_name': 'BBQ Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}]",180,"{'main': {'latitude': 60.157803, 'longitude': 24.914951}}",Jätkä Bbq
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",193,"{'main': {'latitude': 60.157576, 'longitude': 24.90894}}",Banu café
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",208,"{'drop_off': {'latitude': 60.157929, 'longitude': 24.915131}, 'main': {'latitude': 60.158041, 'longitude': 24.91523}, 'roof': {'latitude': 60.158041, 'longitude': 24.91523}}",La Sirena
"[{'id': 16000, 'name': 'Landmarks and Outdoors', 'short_name': 'Landmarks and Outdoors', 'plural_name': 'Landmarks and Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}}]",209,"{'main': {'latitude': 60.158771, 'longitude': 24.912648}, 'roof': {'latitude': 60.158771, 'longitude': 24.912648}}",Agility ry
"[{'id': 16026, 'name': 'Monument', 'short_name': 'Monument', 'plural_name': 'Monuments', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/government_monument_', 'suffix': '.png'}}]",216,"{'main': {'latitude': 60.158862, 'longitude': 24.912692}}",Jätkäsaari
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",222,"{'main': {'latitude': 60.158704, 'longitude': 24.914084}, 'roof': {'latitude': 60.158704, 'longitude': 24.914084}}",Last Man Standing Oy
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",223,"{'main': {'latitude': 60.158047, 'longitude': 24.916269}}",Kakuttaa
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",226,"{'main': {'latitude': 60.158535, 'longitude': 24.914741}, 'roof': {'latitude': 60.158535, 'longitude': 24.914741}}",Dream Victoria Oy
"[{'id': 13099, 'name': 'Chinese Restaurant', 'short_name': 'Chinese', 'plural_name': 'Chinese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",242,"{'main': {'latitude': 60.155296, 'longitude': 24.915107}}",China-Boss
